Title,Release Year,Duration,Director,Actor 1,Actor 2,Genre
"VeggieTales: Rack, Shack & Benny",1995,30 min.,Phil Vischer,,,Animation
A Monkey in Winter,1962,105 min.,Henri Verneuil,Jean Gabin,Jean-Paul Belmondo,Buddy Film
Ups 'n Downs,1931,7 min.,"Hugh Harman, Rudolf Ising",Johnny Murray,,Animated Musical
Battleship,2012,131 min.,Peter Berg,Taylor Kitsch,Liam Neeson,Action
Quartet,2012,95 min.,Dustin Hoffman,Michael Gambon,Maggie Smith,Based-on-Theatre
Go into Your Dance,1935,89 min.,Archie Mayo,Al Jolson,Ruby Keeler,Drama
Daffy Doodles,1946,7 min.,Robert McKimson,Mel Blanc,Robert C. Bruce,Animation
One Terrible Day,1922,20 min.,"Robert F. McGowan, Tom McNamara",Jackie Condon,Micky Daniels,Comedy
Oncle Yanco,1967,22 min.,Agnès Varda,Jean Varda,Agnès Varda,Biography
Old King Cole,1933,7 min.,David Hand,,,Animation
Summer Love,1958,98 min.,Charles F. Haas,George Winslow,Edward Platt,Comedy
The Magic Blade,1976,86 min.,Yuen Chor,Lung Ti,Lieh Lo,Action
The Big Pond,1930,72 min.,Hobart Henley,Maurice Chevalier,Claudette Colbert,Based-on-Theatre
How It Feels To Be Run Over,1900,1 min.,Cecil M. Hepworth,May Clark,Cecil M. Hepworth,Short Film
Flesh,1968,105 min.,Paul Morrissey,Joe Dallesandro,Geraldine Smith,Comedy Drama
"Shoot, Gringo... Shoot!",1968,88 min.,Bruno Corbucci,Brian Kelly,Keenan Wynn,Foreign Language Film
Rogue Cop,1954,92 min.,Roy Rowland,Robert Taylor,Steve Forrest,Crime Drama
Reunion in France,1942,104 min.,Jules Dassin,Joan Crawford,John Wayne,Drama
Funny Ha Ha,2002,89 min.,Andrew Bujalski,Kate Dollenmayer,Mark Herlehy,Comedy
The Prizefighter and the Lady,1933,103 min.,"Howard Hawks, W.S. Van Dyke",Myrna Loy,Max Baer,Drama
Return of the Gunfighter,1967,98 min.,James Neilson,Robert Taylor,Chad Everett,Western
The Kindergarten Teacher,2018,96 min.,Sara Colangelo,Maggie Gyllenhaal,Gael García Bernal,Drama
Man of the House,2005,100 min.,Stephen Herek,Tommy Lee Jones,Christina Milian,Action
Loose Ankles,1930,69 min.,Ted Wilde,Loretta Young,Douglas Fairbanks Jr.,Based-on-Theatre
Desert Heat,1999,95 min.,John G. Avildsen,Jean-Claude Van Damme,Pat Morita,Action
Heartbreak Hotel,1988,97 min.,Chris Columbus,David Keith,Charlie Schlatter,Comedy
Monster-in-Law,2005,101 min.,Robert Luketic,Michael Vartan,Adam Scott,Comedy
Pulse,1988,95 min.,Paul Golding,Joseph Lawrence,Cliff De Young,Horror
Sufferin' Cats,1943,7 min.,"Joseph Barbera, William Hanna",Frank Graham,William Hanna,Animation
Zebrahead,1992,100 min.,Anthony Drazan,Candy Ann Brown,Luke Reilly,Drama
"Legally Blonde 2: Red, White & Blonde",2003,95 min.,Charles Herman-Wurmfeld,Reese Witherspoon,Sally Field,Comedy
Speak No Evil,2022,97 min.,Christian Tafdrup,Morten Burian,Sidsel Siem Koch,Foreign Language Film
Summer and Smoke,1961,118 min.,Peter Glenville,Laurence Harvey,Geraldine Page,Based-on-Theatre
Big City Blues,1932,63 min.,Mervyn LeRoy,Joan Blondell,Eric Linden,Based-on-Theatre
The Assassination of the Duke de Guise,1909,15 min.,"André Calmettes, Charles Le Bargy",Charles Le Bargy,Albert Lambert,Drama
Paper Clips,2004,82 min.,"Elliot Berlin, Joe Fab",Amanda Elliot,Peter Schroeder,Biography
The Telegraph Trail,1933,60 min.,Tenny Wright,Otis Harlan,Albert J. Smith,Western
The Corsican Brothers,1941,111 min.,Gregory Ratoff,Douglas Fairbanks Jr.,Ruth Warrick,Action
Out on a Limb,1992,93 min.,Francis Veber,Matthew Broderick,Heidi Kling,Comedy
Blondes at Work,1938,63 min.,Frank McDonald,Glenda Farrell,Barton MacLane,Comedy
Among the Living,1941,67 min.,Stuart Heisler,Albert Dekker,Susan Hayward,Drama
"Presentation; or, Charlotte and Her Steak",1960,12 min.,Eric Rohmer,Jean-Luc Godard,Stéphane Audran,Comedy
The Games of Angels,1965,13 min.,Walerian Borowczyk,,,Animation
The Hardys Ride High,1939,81 min.,George B. Seitz,Lewis Stone,Mickey Rooney,Comedy
Die Katastrophe der Titanic,1912,7 min.,"Arthur Rostron, E.J. Smith",,,Actuality Film
Let the Bullets Fly,2010,100 min.,Wen Jiang,Jiang Wen,You Ge,Action
Flame Over India,1959,129 min.,J. Lee Thompson,Kenneth More,Lauren Bacall,Action
Darkman 2: The Return of Durant,1995,93 min.,Bradford May,Lawrence Dane,Larry Drake,Action
The Crooked Way,1949,90 min.,Robert Florey,John Payne,Sonny Tufts,Action Thriller
"Bodies, Rest & Motion",1993,95 min.,Michael Steinberg,Phoebe Cates,Tim Roth,Comedy Drama
Stray Cat Rock: Wild Jumbo,1970,88 min.,Toshiya Fujita,Tatsuya Fuji,Takeo Chii,Biker Film
Charlie Chan in City in Darkness,1939,75 min.,Herbert I. Leeds,Sidney Toler,Lynn Bari,Crime
Rize,2005,86 min.,David LaChapelle,Big X,Daisy,Culture and Society
Crime Wave,1985,80 min.,John Paizs,Eva Kovacs,John Paizs,Adventure
The Richest Girl in the World,1934,76 min.,William A. Seiter,Miriam Hopkins,Joel McCrea,Comedy
Dante's Inferno,1935,89 min.,Harry Lachman,Spencer Tracy,Claire Trevor,Drama
Renegade,2004,124 min.,Jan Kounen,Vincent Cassel,Juliette Lewis,Action
Battle Beyond the Sun,1962,77 min.,"Mikhail Karzhukov, Aleksandr Kozyr, Francis Ford Coppola",Ivan Pereverzev,Aleksandr Shvorin,Science Fiction
Macumba Sexual,1981,80 min.,Jesús Franco,Ajita Wilson,Lina Romay,Horror
Humanité,1999,148 min.,Bruno Dumont,Emmanuel Scotté,Séverine Caneele,Crime Drama
The Winter War,1989,195 min.,Pekka Parikka,Taneli Mäkelä,Vesa Vierikko,Based-on-20th-Century-Literature
Westward Ho,1935,61 min.,Robert N. Bradbury,John Wayne,Sheila Bromley,Western
Red Dawn,1989,95 min.,Jorge Fons,Héctor Bonilla,Demian Bichir,Drama
Garfield's Thanksgiving,1989,24 min.,"Phil Roman, Gerard Baldwin, Bob Nesler ,John Sparey",Lorenzo Music,Thom Huge,Animation
Once Upon a Crime,1992,94 min.,Eugene Levy,John Candy,Cybill Shepherd,Comedy of Errors
"Dance of the Seasons: Winter, Snow Dance",1900,1 min.,Alice Guy,,,Dance Film
Buddy's Day Out,1933,7 min.,Tom Palmer,Jack Carr,Bernice Hansen,Animated Musical
Lucky Partners,1940,99 min.,Lewis Milestone,Ronald Colman,Ginger Rogers,Comedy
Black Emanuelle,1975,94 min.,Bitto Albertini,Laura Gemser,Karin Schubert,Drama
Dhoom,2004,129 min.,Sanjay Gadhvi,Abhishek Bachchan,Uday Chopra,Action
Star Dust,1940,90 min.,Walter Lang,Linda Darnell,John Payne,Drama
Daughter of Shanghai,1937,62 min.,Robert Florey,Anna May Wong,Charles Bickford,Crime
Blown Away,1993,92 min.,Brenton Spencer,Kathleen Robertson,Nicole Eggert,Action
O'Horten,2007,90 min.,Bent Hamer,Baard Owe,Ghita Nørby,Comedy Drama
The Night Riders,1939,56 min.,George Sherman,John Wayne,Ray Corrigan,Western
Don't Go in the Woods,1981,82 min.,James Bryan,Jack McClelland,Mary Gail Artz,Horror
A Trap for Santa Claus,1909,16 min.,D.W. Griffith,Henry B. Walthall,Marion Leonard,Drama
The Oregon Trail,1959,86 min.,Gene Fowler Jr.,Fred MacMurray,William Bishop,Action
Trapeze Disrobing Act,1901,2 min.,"George S. Fleming, Edwin S. Porter",Charmion,,Comedy
Without a Trace,1983,120 min.,Stanley R. Jaffe,Kate Nelligan,Judd Hirsch,Crime
Facing Ali,2009,100 min.,Pete McCormack,Henry Cooper,George Foreman,Biography
The Scapegoat,1959,89 min.,Robert Hamer,Alec Guinness,Bette Davis,Crime
"You're the Greatest, Charlie Brown",1979,24 min.,Phil Roman,Arrin Skelley,Patricia Patts,Animation
Sampson-Schley Controversy,1901,3 min.,Edwin S. Porter,,,Drama
The Black Camel,1931,71 min.,Hamilton MacFadden,Warner Oland,Sally Eilers,Crime
The People Against O'Hara,1951,102 min.,John Sturges,Spencer Tracy,Pat O'Brien,Courtroom Drama
Carry on Girls,1973,88 min.,Gerald Thomas,Sid James,Barbara Windsor,Comedy
Spiritual Kung Fu,1978,94 min.,Wei Lo,Jackie Chan,Chih-ping Chiang,Action
Stunt Rock,1978,86 min.,Brian Trenchard-Smith,Sorcery,Margaret Gerard,Action Thriller
The Van,1996,100 min.,Stephen Frears,Colm Meaney,Donal O'Kelly,Comedy Drama
The Bounty Hunter,2010,110 min.,Andy Tennant,Jennifer Aniston,Gerard Butler,Action
VeggieTales: The Toy That Saved Christmas,1996,30 min.,"Chris Olsen, Phil Vischer",Dan Anderson,Lesley Benodin,Animation
Hyenas,1992,110 min.,Djibril Diop Mambéty,Ami Diakhate,Djibril Diop Mambéty,Drama
From Leadville to Aspen: A Hold-Up in the Rockies,1906,8 min.,"Francis J. Marion, Wallace McCutcheon",,,Crime
Oxford Blues,1984,97 min.,Robert Boris,Ally Sheedy,Julian Sands,Drama
Joshua,2007,106 min.,George Ratliff,Celia Weston,Michael McKean,Psychological Thriller
Somewhere I'll Find You,1942,108 min.,Wesley Ruggles,Clark Gable,Lana Turner,Drama
"Cry, the Beloved Country",1995,106 min.,Darrell Roodt,James Earl Jones,Vusi Kunene,Courtroom Drama
The Visitors,1988,109 min.,Jack Ersgard,Kjell Bergqvist,Lena Endre,Foreign Language Film
Mr. Moto's Last Warning,1939,71 min.,Norman Foster,Peter Lorre,Ricardo Cortez,Action
The Rebel,1961,105 min.,Robert Day,Tony Hancock,John Le Mesurier,Comedy
The Six Wives of Henry VIII,1970,630 min.,"John Glenister, Naomi Capon",Keith Michell,Annette Crosbie,Based-on-a-True-Story
Johan,1921,84 min.,Mauritz Stiller,Mathias Taube,Jenny Hasselqvist,Drama
Winnetou III,1965,93 min.,Harald Reinl,Lex Barker,Ralf Wolter,Adventure
Woodland Café,1937,7 min.,Wilfred Jackson,,,Animation
I mostri,1963,115 min.,Dino Risi,Ugo Tognazzi,Vittorio Gassman,Anthology Film
Curdled,1996,88 min.,Reb Braddock,Angela Jones,Bruce Ramsay,Black Comedy
The Comedians of Comedy: Live at The Troubadour,2007,135 min.,Chad Callner,Patton Oswalt,Brian Posehn,Comedy
Hot Dog... The Movie!,1984,96 min.,Peter Markle,David Naughton,Tracy Smith,Comedy
Miss March,2009,89 min.,"Zach Cregger, Trevor Moore",Zack Cregger,Trevor Moore,Buddy Film
The Death and Return of Superman,2011,17 min.,Max Landis,Elden Henson,Morgan Krantz,Based-on-Comics
"My Pop, My Pop",1940,7 min.,Dave Fleischer,,,Animation
The Golden Bed,1925,90 min.,Cecil B. DeMille,Lillian Rich,Rod La Rocque,Drama
Man of the World,1931,74 min.,Richard Wallace,William Powell,Carole Lombard,Con Artist / Hustler
The World's Greatest Athlete,1973,93 min.,Robert Scheerer,Tim Conway,John Amos,Comedy
The Unholy,1988,102 min.,Camilo Vila,Hal Holbrook,Jill Carroll,Horror
Vatel,2000,103 min.,Roland Joffé,Timothy Spall,Julian Glover,Costume Romance
One Romantic Night,1930,73 min.,Paul L. Stein,Lillian Gish,Rod La Rocque,Based-on-Theatre
Cheeky,2000,89 min.,Tinto Brass,Mauro Lorenz,Max Parodi,Comedy Drama
Dinner for One,1963,11 min.,Franco Marazzi,Freddie Frinton,Mary Warden,Comedy
Maze Runner: The Death Cure,2018,142 min.,Wes Ball,Dylan O'Brien,Kaya Scodelario,Action Thriller
Mosquito Squadron,1969,90 min.,Boris Sagal,David McCallum,David Buck,Adventure
Nix on Hypnotricks,1941,7 min.,Dave Fleischer,,,Animation
The Borrowers,1997,89 min.,Peter Hewitt,John Goodman,Mark Williams,Comedy
The Sign of Four,1987,103 min.,Peter Hammond,Ronald Lacey,Jeremy Brett,Action
A Man Alone,1955,96 min.,Ray Milland,Ray Milland,Mary Murphy,Western
The Mad Doctor of Market Street,1942,61 min.,Joseph H. Lewis,Una Merkel,Lionel Atwill,Drama
Can You Take It,1934,6 min.,Dave Fleischer,,,Animation
Two Tickets to Broadway,1951,106 min.,James V. Kern,Tony Martin,Janet Leigh,Comedy
Rugged Bear,1953,7 min.,Jack Hannah,,,Animation
The Spy Who Dumped Me,2018,116 min.,Susanna Fogel,Mila Kunis,Kate McKinnon,Action Comedy
"Vincent, François, Paul and the Others",1974,118 min.,Claude Sautet,Yves Montand,Michel Piccoli,Comedy Drama
Rio Conchos,1964,107 min.,Gordon Douglas,Richard Boone,Stuart Whitman,Traditional Western
The Chimp,1932,25 min.,James Parrott,Stan Laurel,Oliver Hardy,Comedy
Micro-Phonies,1945,17 min.,Edward Bernds,Moe Howard,Larry Fine,Comedy
Chicago,1927,104 min.,Frank Urson,Phyllis Haver,Victor Varconi,Based-on-a-True-Story
The Simple Things,1953,7 min.,Charles A. Nichols,,,Animation
Lightning Strikes Twice,1951,91 min.,King Vidor,Richard Todd,Ruth Roman,Crime Drama
Prehistoric Poultry,1916,3 min.,Willis H. O'Brien,,,Animation
Juarez,1939,125 min.,William Dieterle,Paul Muni,Bette Davis,Based-on-a-True-Story
The Grey Vulture,1926,60 min.,Forrest Sheldon,Ken Maynard,Hazel Deane,Silent Film
Behind the Sun,2001,105 min.,Walter Salles,Rodrigo Santoro,José Dumont,Based-on-20th-Century-Literature
Light Rhythms,1931,6 min.,"Oswell Blakeston, Francis Bruguière",,,Avant-garde / Experimental
Siesta,1987,93 min.,Mary Lambert,Ellen Barkin,Gabriel Byrne,Drama
Living It Up,1954,95 min.,Norman Taurog,Dean Martin,Jerry Lewis,Comedy
Taxi!,1932,69 min.,Roy Del Ruth,James Cagney,Loretta Young,Adventure
Music in Darkness,1948,87 min.,Ingmar Bergman,Mai Zetterling,Birger Malmsten,Drama
Black Lizard,1968,86 min.,Kinji Fukasaku,Akihiro Miwa,Isao Kimura,Crime
Space Truckers,1996,95 min.,Stuart Gordon,Dennis Hopper,Stephen Dorff,Adventure
Cha Cha Real Smooth,2022,107 min.,Cooper Raiff,Cooper Raiff,Dakota Johnson,Comedy Drama
The Pallbearer,1996,98 min.,Matt Reeves,David Schwimmer,Jean de Baer,Black Comedy
The Animal Kingdom,1932,85 min.,Edward H. Griffith,Ann Harding,Leslie Howard,Comedy Drama
A Mesmerian Experiment,1905,3 min.,Georges Méliès,Georges Melies,,Fantasy
Red Light,1949,83 min.,Roy Del Ruth,George Raft,Virginia Mayo,Crime Drama
I Want You Back,2022,111 min.,Jason Orley,Charlie Day,Jenny Slate,Comedy
Big Chief Ugh-Amugh-Ugh,1938,7 min.,Dave Fleischer,,,Animation
Superman IV: The Quest for Peace,1987,134 min.,Sidney J. Furie,Christopher Reeve,Gene Hackman,Action
The Boys Next Door,1985,91 min.,Penelope Spheeris,Maxwell Caulfield,Patti D'Arbanville,Crime
The Calico Dragon,1935,8 min.,Unknown,,,Animation
Bosko's Holiday,1931,7 min.,"Hugh Harman, Rudolf Ising",Johnny Murray,Rochelle Hudson,Animated Musical
Yakuza Graveyard,1976,97 min.,Kinji Fukasaku,Tetsuya Watari,Meiko Kaji,Crime Drama
Fowl Play,1937,7 min.,Dave Fleischer,,,Animation
Pathology,2008,95 min.,Marc Schölermann,Milo Ventimiglia,Michael Weston,Crime
One Man's Journey,1933,72 min.,John S. Robertson,Lionel Barrymore,May Robson,Drama
Two Gun Goofy,1952,7 min.,Jack Kinney,,,Animation
The Marathon,1919,10 min.,Alfred J. Goulding,Harold Lloyd,Snub Pollard,Comedy
Challenge of the Masters,1976,95 min.,Chia-Liang Liu,Kuan Tai Chen,Chia Hui Liu,Action
Cannery Woe,1961,6 min.,Robert McKimson,,,Animation
AC/DC: Let There Be Rock,1980,95 min.,"Eric Dionysius, Eric Mistler",Phil Rudd,Bon Scott,Concert Film
Herbie Goes Bananas,1980,100 min.,Vincent McEveety,Elyssa Davalos,Joaquin Garay III,Comedy
Who Done It?,1949,16 min.,Edward Bernds,Moe Howard,Larry Fine,Absurd Comedy
Modesty Blaise,1966,119 min.,Joseph Losey,Monica Vitti,Terence Stamp,Based-on-Comics
Official Secrets,2019,112 min.,Gavin Hood,Keira Knightley,Matt Smith,Based-on-a-True-Story
Gold is Where You Find It,1938,94 min.,Michael Curtiz,George Brent,Olivia de Havilland,Drama
The Valet,2006,85 min.,Francis Veber,Daniel Auteuil,Kristin Scott Thomas,Comedy
Wyoming Outlaw,1939,56 min.,George Sherman,John Wayne,Ray Corrigan,Western
Lines of White on a Sullen Sea,1909,11 min.,D.W. Griffith,Linda Arvidson,George Nichols,Drama
The World of Stainboy,2000,26 min.,Tim Burton,Glenn Shadix,Lisa Marie,Animation
Fear,1954,84 min.,Roberto Rossellini,Ingrid Bergman,Mathias Wieman,Drama
A Letter for Evie,1946,89 min.,Jules Dassin,Marsha Hunt,Hume Cronyn,Comedy of Errors
Jerry and Jumbo,1953,7 min.,"Joseph Barbera, William Hanna",,,Animation
Cathy Come Home,1966,75 min.,Ken Loach,Carol White,Ray Brooks,Drama
Beware of Barnacle Bill,1935,6 min.,Dave Fleischer,,,Animation
Shinbone Alley,1971,85 min.,"John Wilson, David Detiege",John Carradine,Sal Delano,Animated Musical
The Sadist,1963,92 min.,James Landis,Arch Hall Jr.,Richard Alden,Thriller
The Little American,1917,80 min.,Cecil B. DeMille,Mary Pickford,Jack Holt,Drama
Cry of the Werewolf,1944,63 min.,Henry Levin,Nina Foch,Stephen Crane,Horror
The Gorilla,1939,66 min.,Allan Dwan,The Ritz Brothers,Bela Lugosi,Comedy
Thirty Six Hours,1965,115 min.,George Seaton,Dick York,Agnes Moorehead,Comedy
Tarzan and the Slave Girl,1950,74 min.,Lee Sholem,Vanessa Brown,Lex Barker,Action
Beyond Rangoon,1995,100 min.,John Boorman,Frances McDormand,Spalding Gray,Adventure
Mask of the Red Death,1969,10 min.,"Branko Ranitovic, Pavao Stalter",,,Animation
Cannibal Capers,1930,7 min.,Burt Gillett,,,Animation
So Close,2002,110 min.,Corey Yuen,Qi Shu,Wei Zhao,Action
Coming Apart,1969,110 min.,Milton Moses Ginsberg,Sally Kirkland,Rip Torn,Drama
Flight,1929,110 min.,Frank Capra,Jack Holt,Lila Lee,Action
God Grew Tired of Us,2006,89 min.,"Christopher Dillon Quinn, Tommy Walker",Panther Bior,John Bul Dau,Culture and Society
Bukowski: Born Into This,2003,114 min.,John Dullaghan,Charles Bukowski,Sean Penn,Biography
I Ought to Be in Pictures,1982,108 min.,Herbert Ross,Dinah Manoff,Lance Guest,Comedy Drama
I Am Waiting,1957,91 min.,Koreyoshi Kurahara,Yujiro Ishihara,Mie Kitahara,Crime Drama
Sin Takes a Holiday,1930,81 min.,Paul L. Stein,Constance Bennett,Gaylord Stanton,Comedy
The Homecoming,1973,111 min.,Peter Hall,Paul Rogers,Ian Holm,Based-on-Theatre
Back from Eternity,1956,100 min.,John Farrow,Robert Ryan,Anita Ekberg,Adventure
The Tenderfoot,1932,70 min.,Ray Enright,Joe E. Brown,Ginger Rogers,Comedy
The Spider and the Fly,1931,7 min.,Wilfred Jackson,,,Animation
The Arrangement,1969,125 min.,Elia Kazan,Kirk Douglas,Faye Dunaway,Drama
Thor: Tales of Asgard,2011,77 min.,Sam Liu,Matthew Wolf,Rick Gomez,Action
West of the Pecos,1934,54 min.,Phil Rosen,Samuel S. Hinds,Richard Dix,Traditional Western
Barbershop 2: Back in Business,2004,106 min.,Kevin Rodney Sullivan,Ice Cube,Cedric the Entertainer,Comedy
The Giant Claw,1957,75 min.,Fred F. Sears,Jeff Morrow,Mara Corday,Horror
Lovin' the Ladies,1930,65 min.,Melville W. Brown,Richard Dix,Lois Wilson,Based-on-Theatre
Burn Notice: The Fall of Sam Axe,2011,90 min.,Jeffrey Donovan,Bruce Campbell,Pedro Pascal,Action
A Little Girl Who Did Not Believe in Santa Claus,1907,14 min.,"J. Searle Dawley, Edwin S. Porter",Gitchner Hartman,Mr. Lehapman,Family-Oriented Fantasy
One Piece Film: Strong World,2009,113 min.,Munehisa Sakai,Mayumi Tanaka,Kazuya Nakai,Action
Adventure in Manhattan,1936,73 min.,Edward Ludwig,Jean Arthur,Joel McCrea,Comedy
Can't Stop the Music,1980,124 min.,Nancy Walker,Valerie Perrine,Ray Simpson,Jukebox Musical
The Lucky One,2012,101 min.,Scott Hicks,Zac Efron,Taylor Schilling,Based-on-21st-Century-Literature
No One Lives,2012,86 min.,Ryûhei Kitamura,Luke Evans,Adelaide Clemens,Crime
Extraordinary Illusions,1903,2 min.,Georges Méliès,Georges Melies,,Fantasy
The New Neighbor,1953,7 min.,Jack Hannah,,,Animation
Madeline,1952,8 min.,Robert Cannon,,,Animation
High School Musical 3: Senior Year,2008,112 min.,Kenny Ortega,Zac Efron,Vanessa Hudgens,Comedy Drama
Four Wives,1939,100 min.,Michael Curtiz,Priscilla Lane,Rosemary Lane,Drama
Easter Eggs,1907,3 min.,Segundo de Chomón,Julienne Mathieu,,Fantasy
Mr. Jones,1993,114 min.,Mike Figgis,Richard Gere,Lauren Tom,Romance
On purge bébé,1931,62 min.,Jean Renoir,Marguerite Pierry,Jacques Louvigny,Comedy
Tall Tale,1995,98 min.,Jeremiah S. Chechik,Oliver Platt,Roger Aaron Brown,Adventure
Night Editor,1946,68 min.,Henry Levin,William Gargan,Janis Carter,Crime Drama
Exponerad,1971,90 min.,Gustav Wiklund,Christina Lindberg,Heinz Hopf,Exploitation Film
Bad Trip,2020,84 min.,Kitao Sakurai,Eric Andre,Lil Rel Howery,Black Comedy
The Barnyard Concert,1930,6 min.,Walt Disney,,,Animation
Man in the Shadow,1957,80 min.,Jack Arnold,Jeff Chandler,Orson Welles,Crime
The Sandman,1991,9 min.,Paul Berry,,,Animation
The Hour of the Furnaces,1970,260 min.,"Octavio Getino, Fernando E. Solanas",Maria de la Paz,Fernando E. Solanas,Culture and Society
Honeysuckle Rose,1980,119 min.,Jerry Schatzberg,Willie Nelson,Charles Levin,Drama
Myra Breckinridge,1970,94 min.,Michael Sarne,John Huston,Farrah Fawcett,Comedy
Pluto's Quin-puplets,1937,9 min.,Earl Hurd,Pinto Colvig,,Animation
Saint Joan,1957,110 min.,Otto Preminger,Richard Widmark,Richard Todd,Based-on-a-True-Story
Balloon Land,1935,7 min.,Ub Iwerks,Billy Bletcher,,Animation
A League of Ordinary Gentlemen,2005,93 min.,Christopher Browne,Walter Ray Williams,Pete Weber,Biography
Bugs Bunny's Howl-oween Special,1977,25 min.,"David Detiege, Friz Freleng, Chuck Jones, Abe Levitow, Robert McKimson, Maurice Noble",Mel Blanc,June Foray,Animation
Das alte Gesetz,1923,128 min.,Ewald André Dupont,Henny Porten,Ernst Deutsch,Based-on-19th-Century-Literature
Baskin,2015,97 min.,Can Evrenol,Gorkem Kasal,Ergun Kuyucu,Foreign Language Film
The Clock Watcher,1945,8 min.,Jack King,,,Animation
This Filthy World,2006,86 min.,Jeff Garlin,John Waters,,Comedy
The First Omen,2024,120 min.,Arkasha Stevenson,Nell Tiger Free,Nicole Sorace,Body Horror
An Ache in Every Stake,1941,18 min.,Del Lord,Moe Howard,Larry Fine,Comedy
Money from Home,1953,99 min.,George Marshall,Dean Martin,Jerry Lewis,Buddy Film
The Eleventh Year,1928,52 min.,Dziga Vertov,,,Documentary
Tarzan and the Leopard Woman,1946,72 min.,Kurt Neumann,Johnny Weissmuller,Brenda Joyce,Action
Children in the Wind,1937,88 min.,Hiroshi Shimizu,Reikichi Kawamura,Mitsuko Yoshikawa,Childhood Drama
When Tomorrow Comes,1939,90 min.,John M. Stahl,Irene Dunne,Charles Boyer,Drama
The Nude Vampire,1970,85 min.,Jean Rollin,Olivier Martin,Maurice Lemaître,Foreign Language Film
Whispers in the Dark,1992,103 min.,Christopher Crowe,Annabella Sciorra,Jamey Sheridan,Thriller
Gopher Broke,1958,6 min.,Robert McKimson,,,Animation
Blair Witch,2016,89 min.,Adam Wingard,Corbin Reid,Wes Robinson,Found Footage Film
Rebus Film Nr. 1,1925,15 min.,Paul Leni,,,Avant-garde / Experimental
The China Plate,1931,7 min.,Wilfred Jackson,,,Animation
Death Wish,2018,108 min.,Eli Roth,Bruce Willis,Vincent D'Onofrio,Action Thriller
Weasel Stop,1956,6 min.,Robert McKimson,,,Animation
The Trial of Mr. Wolf,1941,7 min.,Friz Freleng,,,Animation
Platform,2000,185 min.,Zhangke Jia,Hongwei Wang,Tao Zhao,Comedy Drama
Betty Boop and the Little King,1936,7 min.,Dave Fleischer,,,Animation
Bodyguard,1948,75 min.,Richard Fleischer,Lawrence Tierney,Priscilla Lane,Crime Thriller
Le magnifique,1973,95 min.,Philippe de Broca,Jean-Paul Belmondo,Jacqueline Bisset,Action
The Loneliest Planet,2011,113 min.,Julia Loktev,Hani Furstenberg,Gael García Bernal,Drama
Strangers,2007,100 min.,Aanand Rai,Jimmy Shergill,Kay Kay Menon,Bollywood
The Devil Strikes at Night,1957,105 min.,Robert Siodmak,Claus Holm,Annemarie Düringer,Based-on-a-True-Story
Corpus Christi,2019,115 min.,Jan Komasa,Bartosz Bielenia,Aleksandra Konieczna,Drama
Deadtime Stories,1986,93 min.,Jeffrey Delman,Scott Valentine,Nicole Picard,Comedy
A Dandy in Aspic,1968,107 min.,Anthony Mann,Laurence Harvey,Per Oscarsson,Spy Film
Iron Sky,2012,93 min.,Timo Vuorensola,Julia Dietze,Götz Otto,Action Comedy
Mrs. Soffel,1984,110 min.,Gillian Armstrong,Mel Gibson,Edward Herrmann,Costume Romance
Mister Buddwing,1966,100 min.,Delbert Mann,Angela Lansbury,Suzanne Pleshette,Drama
The Little Match Girl,1914,9 min.,Percy Nash,John East,,Based-on-19th-Century-Literature
The Munekata Sisters,1950,112 min.,Yasujirô Ozu,Kinuyo Tanaka,Hideko Takamine,Drama
Water Babies,1935,8 min.,Wilfred Jackson,,,Animation
A Girl Called Katy Tippel,1975,100 min.,Paul Verhoeven,Monique Van de Ven,Eddie Brugman,Comedy Drama
Vampire Effect,2003,107 min.,"Dante Lam, Donnie Yen",Mickey Hardt,Ekin Cheng,Action
Africa Speaks!,1930,75 min.,Walter Futter,,,Documentary
The Miracle of Our Lady of Fatima,1952,102 min.,John Brahm,Gilbert Roland,Angela Clarke,Based-on-a-True-Story
Turtle Diary,1986,97 min.,John Irvin,Glenda Jackson,Ben Kingsley,Comedy Drama
Saw 3D: The Final Chapter,2010,90 min.,Kevin Greutert,Tobin Bell,Costas Mandylor,Horror
Moth and the Flame,1938,8 min.,Burt Gillett,,,Animation
Return of the Scarlet Pimpernel,1937,94 min.,Hanns Schwarz,Barry K. Barnes,Sophie Stewart,Adventure
Serial,1980,86 min.,Bill Persky,Martin Mull,Tuesday Weld,Comedy
Mr. Church,2016,104 min.,Bruce Beresford,Eddie Murphy,Britt Robertson,Addiction Drama
Donald's Dream Voice,1948,7 min.,Jack King,,,Animation
Tales That Witness Madness,1973,90 min.,Freddie Francis,Kim Novak,Joan Collins,Anthology Film
Almanac of Fall,1984,119 min.,Béla Tarr,Hedi Temessy,Erika Bodnár,Avant-garde / Experimental
Red Planet Mars,1952,87 min.,Harry Horner,Peter Graves,Andrea King,Science Fiction
Strife with Father,1950,7 min.,Robert McKimson,,,Animation
The Forty-first,1956,88 min.,Grigoriy Chukhray,Izolda Izvitskaya,Oleg Strizhenov,Drama
Go! Go! Go!,1964,11 min.,Marie Menken,,,Avant-garde / Experimental
Whistling in Dixie,1942,74 min.,S. Sylvan Simon,Red Skelton,Ann Rutherford,Comedy
The Runaway Horse,1908,7 min.,Louis J. Gasnier,,,Action Comedy
